georegions,OHI_score_average
Africa,59.717608695652174
Americas,68.26666666666667
Asia,63.86625
Europe,68.54674418604651
Latin America and the Caribbean,66.97083333333333
Oceania,74.96058823529411
Southern Islands,80.13285714285715
