"","region","state","code","park_name","type","visitors","year"
"401","SE","VI","VIIS","Virgin Islands National Park","National Park",71600,1964
"402","SE","VI","VIIS","Virgin Islands National Park","National Park",57400,1965
"403","SE","VI","VIIS","Virgin Islands National Park","National Park",66000,1966
"404","SE","VI","VIIS","Virgin Islands National Park","National Park",102700,1967
"405","SE","VI","VIIS","Virgin Islands National Park","National Park",123800,1968
"406","SE","VI","VIIS","Virgin Islands National Park","National Park",117000,1969
"407","SE","VI","VIIS","Virgin Islands National Park","National Park",126600,1970
"408","SE","VI","VIIS","Virgin Islands National Park","National Park",133700,1971
"409","SE","VI","VIIS","Virgin Islands National Park","National Park",148626,1972
"410","SE","VI","VIIS","Virgin Islands National Park","National Park",150100,1973
"411","SE","VI","VIIS","Virgin Islands National Park","National Park",154800,1974
"412","SE","VI","VIIS","Virgin Islands National Park","National Park",156900,1975
"413","SE","VI","VIIS","Virgin Islands National Park","National Park",182600,1976
"414","SE","VI","VIIS","Virgin Islands National Park","National Park",289100,1977
"415","SE","VI","VIIS","Virgin Islands National Park","National Park",481662,1978
"416","SE","VI","VIIS","Virgin Islands National Park","National Park",549732,1979
"417","SE","VI","VIIS","Virgin Islands National Park","National Park",547918,1980
"418","SE","VI","VIIS","Virgin Islands National Park","National Park",566528,1981
"419","SE","VI","VIIS","Virgin Islands National Park","National Park",673480,1982
"420","SE","VI","VIIS","Virgin Islands National Park","National Park",676800,1983
"421","SE","VI","VIIS","Virgin Islands National Park","National Park",666435,1984
"422","SE","VI","VIIS","Virgin Islands National Park","National Park",699398,1985
"423","SE","VI","VIIS","Virgin Islands National Park","National Park",766458,1986
"424","SE","VI","VIIS","Virgin Islands National Park","National Park",785354,1987
"425","SE","VI","VIIS","Virgin Islands National Park","National Park",838684,1988
"426","SE","VI","VIIS","Virgin Islands National Park","National Park",664032,1989
"427","SE","VI","VIIS","Virgin Islands National Park","National Park",664735,1990
"428","SE","VI","VIIS","Virgin Islands National Park","National Park",710180,1991
"429","SE","VI","VIIS","Virgin Islands National Park","National Park",772470,1992
"430","SE","VI","VIIS","Virgin Islands National Park","National Park",807093,1993
"431","SE","VI","VIIS","Virgin Islands National Park","National Park",635291,1994
"432","SE","VI","VIIS","Virgin Islands National Park","National Park",536058,1995
"433","SE","VI","VIIS","Virgin Islands National Park","National Park",475942,1996
"434","SE","VI","VIIS","Virgin Islands National Park","National Park",592537,1997
"435","SE","VI","VIIS","Virgin Islands National Park","National Park",556849,1998
"436","SE","VI","VIIS","Virgin Islands National Park","National Park",425345,1999
"437","SE","VI","VIIS","Virgin Islands National Park","National Park",703992,2000
"438","SE","VI","VIIS","Virgin Islands National Park","National Park",677401,2001
"439","SE","VI","VIIS","Virgin Islands National Park","National Park",693494,2002
"440","SE","VI","VIIS","Virgin Islands National Park","National Park",821681,2003
"441","SE","VI","VIIS","Virgin Islands National Park","National Park",793590,2004
"442","SE","VI","VIIS","Virgin Islands National Park","National Park",803040,2005
"443","SE","VI","VIIS","Virgin Islands National Park","National Park",677289,2006
"444","SE","VI","VIIS","Virgin Islands National Park","National Park",571382,2007
"445","SE","VI","VIIS","Virgin Islands National Park","National Park",469034,2008
"446","SE","VI","VIIS","Virgin Islands National Park","National Park",415847,2009
"447","SE","VI","VIIS","Virgin Islands National Park","National Park",493477,2010
"448","SE","VI","VIIS","Virgin Islands National Park","National Park",442414,2011
"449","SE","VI","VIIS","Virgin Islands National Park","National Park",483341,2012
"450","SE","VI","VIIS","Virgin Islands National Park","National Park",438601,2013
"451","SE","VI","VIIS","Virgin Islands National Park","National Park",426930,2014
"452","SE","VI","VIIS","Virgin Islands National Park","National Park",438372,2015
"453","SE","VI","VIIS","Virgin Islands National Park","National Park",411343,2016
