"","region","state","code","park_name","type","visitors","year"
"59","SE","SC","CONG","Congaree National Park","National Park",93725,1998
"60","SE","SC","CONG","Congaree National Park","National Park",82223,1999
"61","SE","SC","CONG","Congaree National Park","National Park",95619,2000
"62","SE","SC","CONG","Congaree National Park","National Park",119738,2001
"63","SE","SC","CONG","Congaree National Park","National Park",101620,2002
"64","SE","SC","CONG","Congaree National Park","National Park",107114,2003
"65","SE","SC","CONG","Congaree National Park","National Park",126247,2004
"66","SE","SC","CONG","Congaree National Park","National Park",84301,2005
"67","SE","SC","CONG","Congaree National Park","National Park",134045,2006
"68","SE","SC","CONG","Congaree National Park","National Park",115524,2007
"69","SE","SC","CONG","Congaree National Park","National Park",104913,2008
"70","SE","SC","CONG","Congaree National Park","National Park",122970,2009
"71","SE","SC","CONG","Congaree National Park","National Park",121208,2010
"72","SE","SC","CONG","Congaree National Park","National Park",120166,2011
"73","SE","SC","CONG","Congaree National Park","National Park",109685,2012
"74","SE","SC","CONG","Congaree National Park","National Park",120340,2013
"75","SE","SC","CONG","Congaree National Park","National Park",120122,2014
"76","SE","SC","CONG","Congaree National Park","National Park",87513,2015
"77","SE","SC","CONG","Congaree National Park","National Park",143843,2016
"78","SE","FL","DRTO","Dry Tortugas National Park","National Park",706,1937
"79","SE","FL","DRTO","Dry Tortugas National Park","National Park",1130,1938
"80","SE","FL","DRTO","Dry Tortugas National Park","National Park",1500,1939
"81","SE","FL","DRTO","Dry Tortugas National Park","National Park",1141,1940
"82","SE","FL","DRTO","Dry Tortugas National Park","National Park",757,1941
"83","SE","FL","DRTO","Dry Tortugas National Park","National Park",0,1942
"84","SE","FL","DRTO","Dry Tortugas National Park","National Park",0,1943
"85","SE","FL","DRTO","Dry Tortugas National Park","National Park",0,1944
"86","SE","FL","DRTO","Dry Tortugas National Park","National Park",2154,1945
"87","SE","FL","DRTO","Dry Tortugas National Park","National Park",8787,1946
"88","SE","FL","DRTO","Dry Tortugas National Park","National Park",6685,1947
"89","SE","FL","DRTO","Dry Tortugas National Park","National Park",5968,1948
"90","SE","FL","DRTO","Dry Tortugas National Park","National Park",7355,1949
"91","SE","FL","DRTO","Dry Tortugas National Park","National Park",7025,1950
"92","SE","FL","DRTO","Dry Tortugas National Park","National Park",5405,1951
"93","SE","FL","DRTO","Dry Tortugas National Park","National Park",4376,1952
"94","SE","FL","DRTO","Dry Tortugas National Park","National Park",6708,1953
"95","SE","FL","DRTO","Dry Tortugas National Park","National Park",6200,1954
"96","SE","FL","DRTO","Dry Tortugas National Park","National Park",4300,1955
"97","SE","FL","DRTO","Dry Tortugas National Park","National Park",5000,1956
"98","SE","FL","DRTO","Dry Tortugas National Park","National Park",3600,1957
"99","SE","FL","DRTO","Dry Tortugas National Park","National Park",4200,1958
"100","SE","FL","DRTO","Dry Tortugas National Park","National Park",4400,1959
"101","SE","FL","DRTO","Dry Tortugas National Park","National Park",8900,1960
"102","SE","FL","DRTO","Dry Tortugas National Park","National Park",14400,1961
"103","SE","FL","DRTO","Dry Tortugas National Park","National Park",7700,1962
"104","SE","FL","DRTO","Dry Tortugas National Park","National Park",26200,1963
"105","SE","FL","DRTO","Dry Tortugas National Park","National Park",43200,1964
"106","SE","FL","DRTO","Dry Tortugas National Park","National Park",32200,1965
"107","SE","FL","DRTO","Dry Tortugas National Park","National Park",35300,1966
"108","SE","FL","DRTO","Dry Tortugas National Park","National Park",22100,1967
"109","SE","FL","DRTO","Dry Tortugas National Park","National Park",9000,1968
"110","SE","FL","DRTO","Dry Tortugas National Park","National Park",6900,1969
"111","SE","FL","DRTO","Dry Tortugas National Park","National Park",12900,1970
"112","SE","FL","DRTO","Dry Tortugas National Park","National Park",4000,1971
"113","SE","FL","DRTO","Dry Tortugas National Park","National Park",5066,1972
"114","SE","FL","DRTO","Dry Tortugas National Park","National Park",6100,1973
"115","SE","FL","DRTO","Dry Tortugas National Park","National Park",5100,1974
"116","SE","FL","DRTO","Dry Tortugas National Park","National Park",9700,1975
"117","SE","FL","DRTO","Dry Tortugas National Park","National Park",8900,1976
"118","SE","FL","DRTO","Dry Tortugas National Park","National Park",11600,1977
"119","SE","FL","DRTO","Dry Tortugas National Park","National Park",10361,1978
"120","SE","FL","DRTO","Dry Tortugas National Park","National Park",9076,1979
"121","SE","FL","DRTO","Dry Tortugas National Park","National Park",8644,1980
"122","SE","FL","DRTO","Dry Tortugas National Park","National Park",10150,1981
"123","SE","FL","DRTO","Dry Tortugas National Park","National Park",10700,1982
"124","SE","FL","DRTO","Dry Tortugas National Park","National Park",11004,1983
"125","SE","FL","DRTO","Dry Tortugas National Park","National Park",11900,1984
"126","SE","FL","DRTO","Dry Tortugas National Park","National Park",13213,1985
"127","SE","FL","DRTO","Dry Tortugas National Park","National Park",15379,1986
"128","SE","FL","DRTO","Dry Tortugas National Park","National Park",16315,1987
"129","SE","FL","DRTO","Dry Tortugas National Park","National Park",16937,1988
"130","SE","FL","DRTO","Dry Tortugas National Park","National Park",19441,1989
"131","SE","FL","DRTO","Dry Tortugas National Park","National Park",19402,1990
"132","SE","FL","DRTO","Dry Tortugas National Park","National Park",18231,1991
"133","SE","FL","DRTO","Dry Tortugas National Park","National Park",21581,1992
"134","SE","FL","DRTO","Dry Tortugas National Park","National Park",24020,1993
"135","SE","FL","DRTO","Dry Tortugas National Park","National Park",16736,1994
"136","SE","FL","DRTO","Dry Tortugas National Park","National Park",32870,1995
"137","SE","FL","DRTO","Dry Tortugas National Park","National Park",35127,1996
"138","SE","FL","DRTO","Dry Tortugas National Park","National Park",47224,1997
"139","SE","FL","DRTO","Dry Tortugas National Park","National Park",60136,1998
"140","SE","FL","DRTO","Dry Tortugas National Park","National Park",74186,1999
"141","SE","FL","DRTO","Dry Tortugas National Park","National Park",83704,2000
"142","SE","FL","DRTO","Dry Tortugas National Park","National Park",79186,2001
"143","SE","FL","DRTO","Dry Tortugas National Park","National Park",79582,2002
"144","SE","FL","DRTO","Dry Tortugas National Park","National Park",74741,2003
"145","SE","FL","DRTO","Dry Tortugas National Park","National Park",67917,2004
"146","SE","FL","DRTO","Dry Tortugas National Park","National Park",61765,2005
"147","SE","FL","DRTO","Dry Tortugas National Park","National Park",64122,2006
"148","SE","FL","DRTO","Dry Tortugas National Park","National Park",60895,2007
"149","SE","FL","DRTO","Dry Tortugas National Park","National Park",63947,2008
"150","SE","FL","DRTO","Dry Tortugas National Park","National Park",52011,2009
"151","SE","FL","DRTO","Dry Tortugas National Park","National Park",53890,2010
"152","SE","FL","DRTO","Dry Tortugas National Park","National Park",75171,2011
"153","SE","FL","DRTO","Dry Tortugas National Park","National Park",60550,2012
"154","SE","FL","DRTO","Dry Tortugas National Park","National Park",58401,2013
"155","SE","FL","DRTO","Dry Tortugas National Park","National Park",64865,2014
"156","SE","FL","DRTO","Dry Tortugas National Park","National Park",70862,2015
"157","SE","FL","DRTO","Dry Tortugas National Park","National Park",73661,2016
"158","SE","FL","EVER","Everglades National Park","National Park",7482,1948
"159","SE","FL","EVER","Everglades National Park","National Park",94927,1949
"160","SE","FL","EVER","Everglades National Park","National Park",123405,1950
"161","SE","FL","EVER","Everglades National Park","National Park",142971,1951
"162","SE","FL","EVER","Everglades National Park","National Park",168621,1952
"163","SE","FL","EVER","Everglades National Park","National Park",206773,1953
"164","SE","FL","EVER","Everglades National Park","National Park",218000,1954
"165","SE","FL","EVER","Everglades National Park","National Park",247100,1955
"166","SE","FL","EVER","Everglades National Park","National Park",267000,1956
"167","SE","FL","EVER","Everglades National Park","National Park",344700,1957
"168","SE","FL","EVER","Everglades National Park","National Park",443300,1958
"169","SE","FL","EVER","Everglades National Park","National Park",500200,1959
"170","SE","FL","EVER","Everglades National Park","National Park",579200,1960
"171","SE","FL","EVER","Everglades National Park","National Park",566800,1961
"172","SE","FL","EVER","Everglades National Park","National Park",626100,1962
"173","SE","FL","EVER","Everglades National Park","National Park",669200,1963
"174","SE","FL","EVER","Everglades National Park","National Park",792600,1964
"175","SE","FL","EVER","Everglades National Park","National Park",977600,1965
"176","SE","FL","EVER","Everglades National Park","National Park",1017100,1966
"177","SE","FL","EVER","Everglades National Park","National Park",1098300,1967
"178","SE","FL","EVER","Everglades National Park","National Park",1251500,1968
"179","SE","FL","EVER","Everglades National Park","National Park",1187200,1969
"180","SE","FL","EVER","Everglades National Park","National Park",1273500,1970
"181","SE","FL","EVER","Everglades National Park","National Park",1100500,1971
"182","SE","FL","EVER","Everglades National Park","National Park",1534328,1972
"183","SE","FL","EVER","Everglades National Park","National Park",1044000,1973
"184","SE","FL","EVER","Everglades National Park","National Park",781200,1974
"185","SE","FL","EVER","Everglades National Park","National Park",782400,1975
"186","SE","FL","EVER","Everglades National Park","National Park",955700,1976
"187","SE","FL","EVER","Everglades National Park","National Park",948000,1977
"188","SE","FL","EVER","Everglades National Park","National Park",923714,1978
"189","SE","FL","EVER","Everglades National Park","National Park",718102,1979
"190","SE","FL","EVER","Everglades National Park","National Park",744244,1980
"191","SE","FL","EVER","Everglades National Park","National Park",564721,1981
"192","SE","FL","EVER","Everglades National Park","National Park",550168,1982
"193","SE","FL","EVER","Everglades National Park","National Park",577439,1983
"194","SE","FL","EVER","Everglades National Park","National Park",628658,1984
"195","SE","FL","EVER","Everglades National Park","National Park",697646,1985
"196","SE","FL","EVER","Everglades National Park","National Park",739072,1986
"197","SE","FL","EVER","Everglades National Park","National Park",787493,1987
"198","SE","FL","EVER","Everglades National Park","National Park",1026188,1988
"199","SE","FL","EVER","Everglades National Park","National Park",913372,1989
"200","SE","FL","EVER","Everglades National Park","National Park",957925,1990
"201","SE","FL","EVER","Everglades National Park","National Park",1292014,1991
"202","SE","FL","EVER","Everglades National Park","National Park",1025686,1992
"203","SE","FL","EVER","Everglades National Park","National Park",973706,1993
"204","SE","FL","EVER","Everglades National Park","National Park",886455,1994
"205","SE","FL","EVER","Everglades National Park","National Park",820466,1995
"206","SE","FL","EVER","Everglades National Park","National Park",890167,1996
"207","SE","FL","EVER","Everglades National Park","National Park",989532,1997
"208","SE","FL","EVER","Everglades National Park","National Park",1118215,1998
"209","SE","FL","EVER","Everglades National Park","National Park",1073982,1999
"210","SE","FL","EVER","Everglades National Park","National Park",995390,2000
"211","SE","FL","EVER","Everglades National Park","National Park",1049851,2001
"212","SE","FL","EVER","Everglades National Park","National Park",968909,2002
"213","SE","FL","EVER","Everglades National Park","National Park",1040648,2003
"214","SE","FL","EVER","Everglades National Park","National Park",1181355,2004
"215","SE","FL","EVER","Everglades National Park","National Park",1233837,2005
"216","SE","FL","EVER","Everglades National Park","National Park",954022,2006
"217","SE","FL","EVER","Everglades National Park","National Park",1074764,2007
"218","SE","FL","EVER","Everglades National Park","National Park",822118,2008
"219","SE","FL","EVER","Everglades National Park","National Park",900882,2009
"220","SE","FL","EVER","Everglades National Park","National Park",915538,2010
"221","SE","FL","EVER","Everglades National Park","National Park",934351,2011
"222","SE","FL","EVER","Everglades National Park","National Park",1141906,2012
"223","SE","FL","EVER","Everglades National Park","National Park",1047116,2013
"224","SE","FL","EVER","Everglades National Park","National Park",1110901,2014
"225","SE","FL","EVER","Everglades National Park","National Park",1077427,2015
"226","SE","FL","EVER","Everglades National Park","National Park",930907,2016
"227","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",154000,1931
"228","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",300000,1932
"229","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",375000,1933
"230","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",420000,1934
"231","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",500000,1935
"232","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",602222,1936
"233","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",727243,1937
"234","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",694634,1938
"235","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",761567,1939
"236","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",860960,1940
"237","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1310101,1941
"238","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",728706,1942
"239","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",383116,1943
"240","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",534586,1944
"241","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",750690,1945
"242","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1157930,1946
"243","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1204017,1947
"244","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1469749,1948
"245","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1539641,1949
"246","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1843620,1950
"247","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",1945100,1951
"248","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2322152,1952
"249","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2250772,1953
"250","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2526900,1954
"251","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2581500,1955
"252","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2885800,1956
"253","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",2943700,1957
"254","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",3168900,1958
"255","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",3162300,1959
"256","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",4528600,1960
"257","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",4762100,1961
"258","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",5209800,1962
"259","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",5258700,1963
"260","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",5321100,1964
"261","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",5954900,1965
"262","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",6466100,1966
"263","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",6710100,1967
"264","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",6667100,1968
"265","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",6331100,1969
"266","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",6778500,1970
"267","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",7173000,1971
"268","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8034753,1972
"269","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",7586300,1973
"270","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",7807800,1974
"271","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8541500,1975
"272","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8991500,1976
"273","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9173600,1977
"274","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8695534,1978
"275","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8019788,1979
"276","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8440953,1980
"277","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8312884,1981
"278","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8177869,1982
"279","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8435475,1983
"280","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8508390,1984
"281","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9319290,1985
"282","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9836306,1986
"283","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",10209841,1987
"284","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8770781,1988
"285","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8333553,1989
"286","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8151769,1990
"287","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8654459,1991
"288","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8931690,1992
"289","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9283848,1993
"290","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",8628174,1994
"291","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9080420,1995
"292","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9265667,1996
"293","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9965075,1997
"294","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9989395,1998
"295","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",10283598,1999
"296","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",10175812,2000
"297","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9197697,2001
"298","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9316420,2002
"299","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9366845,2003
"300","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9167046,2004
"301","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9192477,2005
"302","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9289215,2006
"303","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9372253,2007
"304","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9044010,2008
"305","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9491437,2009
"306","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9463538,2010
"307","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9008830,2011
"308","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9685829,2012
"309","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",9354695,2013
"310","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",10099276,2014
"311","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",10712674,2015
"312","SE","NC","GRSM","Great Smoky Mountains National Park","National Park",11312786,2016
"313","SE","KY","MACA","Mammoth Cave National Park","National Park",57775,1936
"314","SE","KY","MACA","Mammoth Cave National Park","National Park",75434,1937
"315","SE","KY","MACA","Mammoth Cave National Park","National Park",120692,1938
"316","SE","KY","MACA","Mammoth Cave National Park","National Park",116516,1939
"317","SE","KY","MACA","Mammoth Cave National Park","National Park",117751,1940
"318","SE","KY","MACA","Mammoth Cave National Park","National Park",165996,1941
"319","SE","KY","MACA","Mammoth Cave National Park","National Park",87157,1942
"320","SE","KY","MACA","Mammoth Cave National Park","National Park",44611,1943
"321","SE","KY","MACA","Mammoth Cave National Park","National Park",49389,1944
"322","SE","KY","MACA","Mammoth Cave National Park","National Park",70513,1945
"323","SE","KY","MACA","Mammoth Cave National Park","National Park",162877,1946
"324","SE","KY","MACA","Mammoth Cave National Park","National Park",185111,1947
"325","SE","KY","MACA","Mammoth Cave National Park","National Park",180621,1948
"326","SE","KY","MACA","Mammoth Cave National Park","National Park",211792,1949
"327","SE","KY","MACA","Mammoth Cave National Park","National Park",254187,1950
"328","SE","KY","MACA","Mammoth Cave National Park","National Park",364213,1951
"329","SE","KY","MACA","Mammoth Cave National Park","National Park",438030,1952
"330","SE","KY","MACA","Mammoth Cave National Park","National Park",499416,1953
"331","SE","KY","MACA","Mammoth Cave National Park","National Park",439800,1954
"332","SE","KY","MACA","Mammoth Cave National Park","National Park",447800,1955
"333","SE","KY","MACA","Mammoth Cave National Park","National Park",466100,1956
"334","SE","KY","MACA","Mammoth Cave National Park","National Park",450200,1957
"335","SE","KY","MACA","Mammoth Cave National Park","National Park",480100,1958
"336","SE","KY","MACA","Mammoth Cave National Park","National Park",490300,1959
"337","SE","KY","MACA","Mammoth Cave National Park","National Park",519100,1960
"338","SE","KY","MACA","Mammoth Cave National Park","National Park",519300,1961
"339","SE","KY","MACA","Mammoth Cave National Park","National Park",569300,1962
"340","SE","KY","MACA","Mammoth Cave National Park","National Park",636100,1963
"341","SE","KY","MACA","Mammoth Cave National Park","National Park",793400,1964
"342","SE","KY","MACA","Mammoth Cave National Park","National Park",872200,1965
"343","SE","KY","MACA","Mammoth Cave National Park","National Park",1143800,1966
"344","SE","KY","MACA","Mammoth Cave National Park","National Park",1282800,1967
"345","SE","KY","MACA","Mammoth Cave National Park","National Park",1540200,1968
"346","SE","KY","MACA","Mammoth Cave National Park","National Park",1299700,1969
"347","SE","KY","MACA","Mammoth Cave National Park","National Park",1726500,1970
"348","SE","KY","MACA","Mammoth Cave National Park","National Park",1571900,1971
"349","SE","KY","MACA","Mammoth Cave National Park","National Park",1699782,1972
"350","SE","KY","MACA","Mammoth Cave National Park","National Park",1754500,1973
"351","SE","KY","MACA","Mammoth Cave National Park","National Park",1566900,1974
"352","SE","KY","MACA","Mammoth Cave National Park","National Park",1680700,1975
"353","SE","KY","MACA","Mammoth Cave National Park","National Park",1748900,1976
"354","SE","KY","MACA","Mammoth Cave National Park","National Park",1806300,1977
"355","SE","KY","MACA","Mammoth Cave National Park","National Park",1640488,1978
"356","SE","KY","MACA","Mammoth Cave National Park","National Park",1384910,1979
"357","SE","KY","MACA","Mammoth Cave National Park","National Park",1495787,1980
"358","SE","KY","MACA","Mammoth Cave National Park","National Park",1404317,1981
"359","SE","KY","MACA","Mammoth Cave National Park","National Park",1526676,1982
"360","SE","KY","MACA","Mammoth Cave National Park","National Park",1498503,1983
"361","SE","KY","MACA","Mammoth Cave National Park","National Park",1501450,1984
"362","SE","KY","MACA","Mammoth Cave National Park","National Park",1507939,1985
"363","SE","KY","MACA","Mammoth Cave National Park","National Park",1646673,1986
"364","SE","KY","MACA","Mammoth Cave National Park","National Park",1636340,1987
"365","SE","KY","MACA","Mammoth Cave National Park","National Park",1735610,1988
"366","SE","KY","MACA","Mammoth Cave National Park","National Park",1672840,1989
"367","SE","KY","MACA","Mammoth Cave National Park","National Park",1924538,1990
"368","SE","KY","MACA","Mammoth Cave National Park","National Park",2158195,1991
"369","SE","KY","MACA","Mammoth Cave National Park","National Park",2392858,1992
"370","SE","KY","MACA","Mammoth Cave National Park","National Park",2396234,1993
"371","SE","KY","MACA","Mammoth Cave National Park","National Park",2009935,1994
"372","SE","KY","MACA","Mammoth Cave National Park","National Park",1935709,1995
"373","SE","KY","MACA","Mammoth Cave National Park","National Park",1896829,1996
"374","SE","KY","MACA","Mammoth Cave National Park","National Park",1997658,1997
"375","SE","KY","MACA","Mammoth Cave National Park","National Park",2113992,1998
"376","SE","KY","MACA","Mammoth Cave National Park","National Park",1710983,1999
"377","SE","KY","MACA","Mammoth Cave National Park","National Park",1749268,2000
"378","SE","KY","MACA","Mammoth Cave National Park","National Park",1883580,2001
"379","SE","KY","MACA","Mammoth Cave National Park","National Park",1891307,2002
"380","SE","KY","MACA","Mammoth Cave National Park","National Park",1869137,2003
"381","SE","KY","MACA","Mammoth Cave National Park","National Park",1888267,2004
"382","SE","KY","MACA","Mammoth Cave National Park","National Park",1878006,2005
"383","SE","KY","MACA","Mammoth Cave National Park","National Park",597934,2006
"384","SE","KY","MACA","Mammoth Cave National Park","National Park",487305,2007
"385","SE","KY","MACA","Mammoth Cave National Park","National Park",446174,2008
"386","SE","KY","MACA","Mammoth Cave National Park","National Park",503856,2009
"387","SE","KY","MACA","Mammoth Cave National Park","National Park",497225,2010
"388","SE","KY","MACA","Mammoth Cave National Park","National Park",483319,2011
"389","SE","KY","MACA","Mammoth Cave National Park","National Park",508054,2012
"390","SE","KY","MACA","Mammoth Cave National Park","National Park",494541,2013
"391","SE","KY","MACA","Mammoth Cave National Park","National Park",522628,2014
"392","SE","KY","MACA","Mammoth Cave National Park","National Park",566895,2015
"393","SE","KY","MACA","Mammoth Cave National Park","National Park",586514,2016
"394","SE","VI","VIIS","Virgin Islands National Park","National Park",11900,1957
"395","SE","VI","VIIS","Virgin Islands National Park","National Park",13900,1958
"396","SE","VI","VIIS","Virgin Islands National Park","National Park",19800,1959
"397","SE","VI","VIIS","Virgin Islands National Park","National Park",27200,1960
"398","SE","VI","VIIS","Virgin Islands National Park","National Park",30600,1961
"399","SE","VI","VIIS","Virgin Islands National Park","National Park",55400,1962
"400","SE","VI","VIIS","Virgin Islands National Park","National Park",86200,1963
